,Tuple,Count,Start X,Start Y,End X,End Y
0,"(40.70481, -74.01624, 40.70482, -74.01612)",203,40.70481,-74.01624,40.70482,-74.01612
1,"(40.78307, -73.98454, 40.78303, -73.98456)",50,40.78307,-73.98454,40.78303,-73.98456
2,"(40.71646, -73.95042, 40.71602, -73.95106)",2,40.71646,-73.95042,40.71602,-73.95106
3,"(40.73026, -73.99799, 40.7303, -73.99808)",100,40.73026,-73.99799,40.7303,-73.99808
4,"(40.73924, -73.99918, 40.73989, -73.99873)",57,40.73924,-73.99918,40.73989,-73.99873
5,"(40.75603, -73.98695, 40.75582, -73.98644)",886,40.75603,-73.98695,40.75582,-73.98644
6,"(40.76433, -73.99872, 40.76425, -73.9988)",2,40.76433,-73.99872,40.76425,-73.9988
7,"(40.7534, -73.9837, 40.75327, -73.9834)",2,40.7534,-73.9837,40.75327,-73.9834
8,"(40.76485, -73.97051, 40.76547, -73.97006)",99,40.76485,-73.97051,40.76547,-73.97006
9,"(40.69367, -73.98291, 40.69368, -73.98325)",9,40.69367,-73.98291,40.69368,-73.98325
10,"(40.72301, -73.98577, 40.72293, -73.98581)",237,40.72301,-73.98577,40.72293,-73.98581
11,"(40.7453, -73.98877, 40.74602, -73.99052)",9,40.7453,-73.98877,40.74602,-73.99052
12,"(40.77628, -73.9673, 40.77625, -73.96731)",6,40.77628,-73.9673,40.77625,-73.96731
13,"(40.69972, -73.95719, 40.70002, -73.95724)",9,40.69972,-73.95719,40.70002,-73.95724
14,"(40.69617, -73.98167, 40.69616, -73.9817)",1,40.69617,-73.98167,40.69616,-73.9817
15,"(40.72142, -73.99728, 40.72147, -73.99741)",88,40.72142,-73.99728,40.72147,-73.99741
16,"(40.70783, -74.00177, 40.70775, -74.0017)",55,40.70783,-74.00177,40.70775,-74.0017
17,"(40.77448, -73.97388, 40.77445, -73.97383)",297,40.77448,-73.97388,40.77445,-73.97383
18,"(40.75407, -73.97584, 40.75409, -73.97584)",8,40.75407,-73.97584,40.75409,-73.97584
19,"(40.75159, -74.00787, 40.75174, -74.00783)",55,40.75159,-74.00787,40.75174,-74.00783
20,"(40.76085, -73.99832, 40.76039, -73.99722)",50,40.76085,-73.99832,40.76039,-73.99722
21,"(40.77236, -73.96896, 40.77228, -73.969)",101,40.77236,-73.96896,40.77228,-73.969
22,"(40.77302, -73.95218, 40.77302, -73.95218)",59,40.77302,-73.95218,40.77302,-73.95218
23,"(40.70579, -74.00551, 40.70556, -74.00585)",51,40.70579,-74.00551,40.70556,-74.00585
24,"(40.72506, -74.01008, 40.72507, -74.01014)",4,40.72506,-74.01008,40.72507,-74.01014
25,"(40.76921, -73.96535, 40.76913, -73.96514)",2,40.76921,-73.96535,40.76913,-73.96514
26,"(40.70378, -74.00683, 40.7037, -74.00696)",3,40.70378,-74.00683,40.7037,-74.00696
27,"(40.70668, -73.9529, 40.70656, -73.95251)",2,40.70668,-73.9529,40.70656,-73.95251
28,"(40.73152, -73.97365, 40.73151, -73.97364)",326,40.73152,-73.97365,40.73151,-73.97364
29,"(40.71348, -73.9655, 40.71348, -73.9655)",34,40.71348,-73.9655,40.71348,-73.9655
30,"(40.77541, -73.948, 40.77526, -73.94763)",52,40.77541,-73.948,40.77526,-73.94763
31,"(40.68865, -73.98024, 40.68875, -73.98052)",9,40.68865,-73.98024,40.68875,-73.98052
32,"(40.76821, -73.98233, 40.76823, -73.98232)",15,40.76821,-73.98233,40.76823,-73.98232
33,"(40.71876, -73.97512, 40.71876, -73.97512)",40,40.71876,-73.97512,40.71876,-73.97512
34,"(40.70779, -74.00029, 40.70775, -74.00037)",82,40.70779,-74.00029,40.70775,-74.00037
35,"(40.75468, -73.99536, 40.75406, -73.99584)",956,40.75468,-73.99536,40.75406,-73.99584
36,"(40.78057, -73.98021, 40.7812, -73.97975)",135,40.78057,-73.98021,40.7812,-73.97975
37,"(40.77547, -73.95209, 40.77551, -73.95219)",12,40.77547,-73.95209,40.77551,-73.95219
38,"(40.71824, -74.00525, 40.71774, -74.00414)",28,40.71824,-74.00525,40.71774,-74.00414
39,"(40.75273, -73.99679, 40.75284, -73.99673)",245,40.75273,-73.99679,40.75284,-73.99673
40,"(40.70145, -73.9897, 40.70148, -73.98969)",64,40.70145,-73.9897,40.70148,-73.98969
41,"(40.74755, -73.97078, 40.74755, -73.97078)",41,40.74755,-73.97078,40.74755,-73.97078
42,"(40.7109, -73.97999, 40.71086, -73.98017)",6,40.7109,-73.97999,40.71086,-73.98017
43,"(40.74077, -74.00942, 40.74084, -74.00941)",934,40.74077,-74.00942,40.74084,-74.00941
44,"(40.70437, -74.01667, 40.70432, -74.01667)",51,40.70437,-74.01667,40.70432,-74.01667
45,"(40.73825, -73.97408, 40.73818, -73.97411)",2,40.73825,-73.97408,40.73818,-73.97411
46,"(40.76266, -74.00053, 40.76256, -74.00029)",68,40.76266,-74.00053,40.76256,-74.00029
47,"(40.71142, -73.97829, 40.71144, -73.97827)",1,40.71142,-73.97829,40.71144,-73.97827
48,"(40.71473, -73.98306, 40.71469, -73.9831)",2,40.71473,-73.98306,40.71469,-73.9831
49,"(40.7276, -73.98529, 40.7276, -73.98529)",293,40.7276,-73.98529,40.7276,-73.98529
50,"(40.7056, -73.94626, 40.7056, -73.94626)",27,40.7056,-73.94626,40.7056,-73.94626
51,"(40.69303, -73.98874, 40.69282, -73.98876)",1,40.69303,-73.98874,40.69282,-73.98876
52,"(40.69091, -73.95541, 40.69091, -73.95541)",10,40.69091,-73.95541,40.69091,-73.95541
53,"(40.68845, -73.98269, 40.68879, -73.98357)",8,40.68845,-73.98269,40.68879,-73.98357
54,"(40.70357, -73.99065, 40.70389, -73.99065)",6,40.70357,-73.99065,40.70389,-73.99065
55,"(40.73081, -73.9905, 40.73081, -73.9905)",702,40.73081,-73.9905,40.73081,-73.9905
56,"(40.78442, -73.96729, 40.78437, -73.96733)",19,40.78442,-73.96729,40.78437,-73.96733
57,"(40.73698, -73.9745, 40.73674, -73.97463)",5,40.73698,-73.9745,40.73674,-73.97463
58,"(40.78416, -73.96727, 40.7841, -73.96732)",1,40.78416,-73.96727,40.7841,-73.96732
59,"(40.74787, -73.97061, 40.74859, -73.97008)",5,40.74787,-73.97061,40.74859,-73.97008
60,"(40.70139, -73.99648, 40.70128, -73.99654)",33,40.70139,-73.99648,40.70128,-73.99654
61,"(40.77303, -73.97831, 40.77424, -73.98113)",197,40.77303,-73.97831,40.77424,-73.98113
62,"(40.74807, -73.99907, 40.74841, -74.0)",109,40.74807,-73.99907,40.74841,-74.0
63,"(40.69627, -73.98029, 40.69627, -73.98026)",15,40.69627,-73.98029,40.69627,-73.98026
64,"(40.71115, -74.01804, 40.71191, -74.0179)",11,40.71115,-74.01804,40.71191,-74.0179
65,"(40.70445, -73.96745, 40.70467, -73.96748)",182,40.70445,-73.96745,40.70467,-73.96748
66,"(40.77316, -73.96264, 40.77375, -73.96402)",29,40.77316,-73.96264,40.77375,-73.96402
67,"(40.78171, -73.98716, 40.78172, -73.98719)",144,40.78171,-73.98716,40.78172,-73.98719
68,"(40.74898, -74.00324, 40.74778, -74.00043)",58,40.74898,-74.00324,40.74778,-74.00043
69,"(40.70427, -73.96567, 40.7037, -73.96504)",15,40.70427,-73.96567,40.7037,-73.96504
70,"(40.70874, -74.01807, 40.70873, -74.01803)",8,40.70874,-74.01807,40.70873,-74.01803
71,"(40.71755, -73.97499, 40.71762, -73.97497)",110,40.71755,-73.97499,40.71762,-73.97497
72,"(40.78335, -73.97078, 40.78271, -73.97123)",7,40.78335,-73.97078,40.78271,-73.97123
73,"(40.70951, -73.95088, 40.70919, -73.95085)",22,40.70951,-73.95088,40.70919,-73.95085
74,"(40.72606, -74.00992, 40.72623, -74.00988)",117,40.72606,-74.00992,40.72623,-74.00988
75,"(40.71106, -73.97845, 40.71105, -73.97842)",1,40.71106,-73.97845,40.71105,-73.97842
76,"(40.6887, -73.94207, 40.68836, -73.94491)",1,40.6887,-73.94207,40.68836,-73.94491
77,"(40.70868, -73.9982, 40.70863, -73.99832)",6,40.70868,-73.9982,40.70863,-73.99832
78,"(40.73424, -73.98355, 40.7339, -73.98275)",53,40.73424,-73.98355,40.7339,-73.98275
79,"(40.78506, -73.98257, 40.78498, -73.98266)",8,40.78506,-73.98257,40.78498,-73.98266
80,"(40.71412, -73.99422, 40.71423, -73.99428)",438,40.71412,-73.99422,40.71423,-73.99428
81,"(40.70522, -74.01004, 40.70515, -74.01003)",28,40.70522,-74.01004,40.70515,-74.01003
82,"(40.75992, -73.99897, 40.76011, -73.99885)",50,40.75992,-73.99897,40.76011,-73.99885
83,"(40.70075, -73.99017, 40.70075, -73.99015)",19,40.70075,-73.99017,40.70075,-73.99015
84,"(40.71575, -74.00168, 40.71532, -74.00078)",2,40.71575,-74.00168,40.71532,-74.00078
85,"(40.77114, -73.97042, 40.77118, -73.97034)",232,40.77114,-73.97042,40.77118,-73.97034
86,"(40.71369, -73.97936, 40.71358, -73.97896)",5,40.71369,-73.97936,40.71358,-73.97896
87,"(40.76425, -73.99852, 40.76488, -73.99805)",40,40.76425,-73.99852,40.76488,-73.99805
88,"(40.69466, -74.00021, 40.69458, -74.00025)",34,40.69466,-74.00021,40.69458,-74.00025
89,"(40.7421, -73.98504, 40.74206, -73.98494)",60,40.7421,-73.98504,40.74206,-73.98494
90,"(40.71184, -73.97872, 40.71174, -73.97859)",7,40.71184,-73.97872,40.71174,-73.97859
91,"(40.69627, -73.96327, 40.69646, -73.96307)",15,40.69627,-73.96327,40.69646,-73.96307
92,"(40.75726, -73.99955, 40.75768, -74.00059)",19,40.75726,-73.99955,40.75768,-74.00059
93,"(40.76882, -73.95232, 40.76882, -73.95232)",1,40.76882,-73.95232,40.76882,-73.95232
94,"(40.6961, -73.98858, 40.69609, -73.98817)",155,40.6961,-73.98858,40.69609,-73.98817
95,"(40.78367, -73.98167, 40.78304, -73.98212)",29,40.78367,-73.98167,40.78304,-73.98212
96,"(40.69299, -73.98334, 40.69237, -73.98339)",1,40.69299,-73.98334,40.69237,-73.98339
97,"(40.75138, -74.00124, 40.75146, -74.00144)",91,40.75138,-74.00124,40.75146,-74.00144
98,"(40.70711, -73.96732, 40.70725, -73.96737)",3,40.70711,-73.96732,40.70725,-73.96737
99,"(40.71831, -73.9825, 40.71804, -73.98164)",31,40.71831,-73.9825,40.71804,-73.98164
100,"(40.77539, -73.96748, 40.77542, -73.96744)",27,40.77539,-73.96748,40.77542,-73.96744
101,"(40.67909, -73.9354, 40.67934, -73.93513)",2,40.67909,-73.9354,40.67934,-73.93513
102,"(40.69555, -73.93455, 40.69555, -73.93455)",1,40.69555,-73.93455,40.69555,-73.93455
103,"(40.72492, -73.9924, 40.72423, -73.99265)",409,40.72492,-73.9924,40.72423,-73.99265
104,"(40.69753, -73.98312, 40.69757, -73.98405)",3,40.69753,-73.98312,40.69757,-73.98405
105,"(40.70758, -73.9684, 40.70765, -73.9684)",10,40.70758,-73.9684,40.70765,-73.9684
106,"(40.78321, -73.96359, 40.7833, -73.96368)",20,40.78321,-73.96359,40.7833,-73.96368
107,"(40.73175, -73.94551, 40.7306, -73.94533)",1,40.73175,-73.94551,40.7306,-73.94533
108,"(40.75415, -74.00713, 40.75409, -74.00716)",2,40.75415,-74.00713,40.75409,-74.00716
109,"(40.7089, -73.99826, 40.7089, -73.9983)",7,40.7089,-73.99826,40.7089,-73.9983
110,"(40.70194, -73.99463, 40.70104, -73.99504)",1,40.70194,-73.99463,40.70104,-73.99504
111,"(40.76, -73.95705, 40.76001, -73.95707)",385,40.76,-73.95705,40.76001,-73.95707
112,"(40.72946, -73.97189, 40.7296, -73.97198)",3,40.72946,-73.97189,40.7296,-73.97198
113,"(40.76, -73.95702, 40.76, -73.95699)",131,40.76,-73.95702,40.76,-73.95699
114,"(40.75933, -74.00355, 40.75956, -74.00338)",800,40.75933,-74.00355,40.75956,-74.00338
115,"(40.72916, -73.95747, 40.72949, -73.95396)",3,40.72916,-73.95747,40.72949,-73.95396
116,"(40.71366, -74.00357, 40.71357, -74.00365)",263,40.71366,-74.00357,40.71357,-74.00365
117,"(40.73536, -73.98997, 40.73536, -73.98997)",27,40.73536,-73.98997,40.73536,-73.98997
118,"(40.69767, -73.96544, 40.69767, -73.96549)",202,40.69767,-73.96544,40.69767,-73.96549
119,"(40.71596, -73.95194, 40.71608, -73.95196)",8,40.71596,-73.95194,40.71608,-73.95196
120,"(40.69978, -73.98451, 40.69981, -73.98454)",1,40.69978,-73.98451,40.69981,-73.98454
121,"(40.70676, -74.01635, 40.70672, -74.01637)",760,40.70676,-74.01635,40.70672,-74.01637
122,"(40.71126, -74.01433, 40.7113, -74.01431)",5,40.71126,-74.01433,40.7113,-74.01431
123,"(40.7485, -74.00784, 40.74853, -74.00784)",1,40.7485,-74.00784,40.74853,-74.00784
124,"(40.78055, -73.98586, 40.78056, -73.98586)",110,40.78055,-73.98586,40.78056,-73.98586
125,"(40.7493, -73.94942, 40.7487, -73.94961)",1,40.7493,-73.94942,40.7487,-73.94961
126,"(40.74214, -73.98893, 40.74208, -73.98893)",915,40.74214,-73.98893,40.74208,-73.98893
127,"(40.77488, -73.97561, 40.77496, -73.97568)",19,40.77488,-73.97561,40.77496,-73.97568
128,"(40.76729, -73.98419, 40.76793, -73.98572)",2,40.76729,-73.98419,40.76793,-73.98572
129,"(40.77525, -73.95367, 40.77521, -73.95369)",27,40.77525,-73.95367,40.77521,-73.95369
130,"(40.76546, -73.95185, 40.76537, -73.95193)",1,40.76546,-73.95185,40.76537,-73.95193
131,"(40.7469, -73.97888, 40.74662, -73.97824)",4,40.7469,-73.97888,40.74662,-73.97824
132,"(40.74783, -73.96957, 40.74784, -73.96948)",1,40.74783,-73.96957,40.74784,-73.96948
133,"(40.74041, -73.97272, 40.74051, -73.9727)",35,40.74041,-73.97272,40.74051,-73.9727
134,"(40.76154, -73.96267, 40.76187, -73.96343)",13,40.76154,-73.96267,40.76187,-73.96343
135,"(40.70866, -74.00022, 40.70886, -74.00047)",1,40.70866,-74.00022,40.70886,-74.00047
136,"(40.74162, -73.99375, 40.74237, -73.99552)",420,40.74162,-73.99375,40.74237,-73.99552
137,"(40.71005, -73.946, 40.71008, -73.94593)",1,40.71005,-73.946,40.71008,-73.94593
138,"(40.77424, -73.98113, 40.77361, -73.98158)",823,40.77424,-73.98113,40.77361,-73.98158
139,"(40.78331, -73.98437, 40.78336, -73.98433)",80,40.78331,-73.98437,40.78336,-73.98433
140,"(40.75263, -73.94532, 40.75266, -73.94536)",1,40.75263,-73.94532,40.75266,-73.94536
141,"(40.71198, -73.99777, 40.71273, -73.99798)",63,40.71198,-73.99777,40.71273,-73.99798
142,"(40.74325, -73.97191, 40.74329, -73.972)",2,40.74325,-73.97191,40.74329,-73.972
143,"(40.70658, -74.00203, 40.70655, -74.00207)",611,40.70658,-74.00203,40.70655,-74.00207
144,"(40.69623, -73.96432, 40.69617, -73.96446)",3,40.69623,-73.96432,40.69617,-73.96446
145,"(40.69809, -73.96236, 40.69809, -73.96238)",1,40.69809,-73.96236,40.69809,-73.96238
146,"(40.77622, -73.96731, 40.77625, -73.96731)",27,40.77622,-73.96731,40.77625,-73.96731
147,"(40.7154, -73.99486, 40.7158, -73.99486)",7,40.7154,-73.99486,40.7158,-73.99486
148,"(40.76527, -73.95202, 40.76517, -73.95212)",1,40.76527,-73.95202,40.76517,-73.95212
149,"(40.76741, -73.95946, 40.76737, -73.95948)",38,40.76741,-73.95946,40.76737,-73.95948
150,"(40.70262, -74.00826, 40.70285, -74.00788)",342,40.70262,-74.00826,40.70285,-74.00788
151,"(40.73833, -73.98779, 40.73828, -73.98768)",830,40.73833,-73.98779,40.73828,-73.98768
152,"(40.7481, -73.96821, 40.74813, -73.96823)",32,40.7481,-73.96821,40.74813,-73.96823
153,"(40.7082, -73.99957, 40.70817, -73.99962)",82,40.7082,-73.99957,40.70817,-73.99962
154,"(40.76503, -73.97331, 40.76501, -73.97333)",99,40.76503,-73.97331,40.76501,-73.97333
155,"(40.75615, -73.99505, 40.7561, -73.99493)",102,40.75615,-73.99505,40.7561,-73.99493
156,"(40.74568, -73.97214, 40.74576, -73.97229)",68,40.74568,-73.97214,40.74576,-73.97229
157,"(40.72688, -73.93027, 40.72688, -73.93028)",2,40.72688,-73.93027,40.72688,-73.93028
158,"(40.77387, -73.98881, 40.77412, -73.98863)",68,40.77387,-73.98881,40.77412,-73.98863
159,"(40.71345, -73.99769, 40.71345, -73.99771)",15,40.71345,-73.99769,40.71345,-73.99771
160,"(40.75143, -73.99945, 40.7514, -73.9993)",77,40.75143,-73.99945,40.7514,-73.9993
161,"(40.74844, -73.98247, 40.74831, -73.98218)",10,40.74844,-73.98247,40.74831,-73.98218
162,"(40.72109, -74.01225, 40.72111, -74.01224)",1531,40.72109,-74.01225,40.72111,-74.01224
163,"(40.73129, -73.97788, 40.73129, -73.97791)",11,40.73129,-73.97788,40.73129,-73.97791
164,"(40.7371, -73.99035, 40.73717, -73.9903)",108,40.7371,-73.99035,40.73717,-73.9903
165,"(40.74017, -73.98631, 40.73951, -73.98474)",62,40.74017,-73.98631,40.73951,-73.98474
166,"(40.71529, -73.99469, 40.71522, -73.9947)",461,40.71529,-73.99469,40.71522,-73.9947
167,"(40.71708, -74.00625, 40.71653, -74.00668)",98,40.71708,-74.00625,40.71653,-74.00668
168,"(40.74302, -73.9518, 40.74323, -73.95139)",3,40.74302,-73.9518,40.74323,-73.95139
169,"(40.72515, -73.9526, 40.72682, -73.95355)",16,40.72515,-73.9526,40.72682,-73.95355
170,"(40.77485, -73.98066, 40.77368, -73.97783)",10,40.77485,-73.98066,40.77368,-73.97783
171,"(40.72972, -74.00909, 40.72964, -74.00839)",466,40.72972,-74.00909,40.72964,-74.00839
172,"(40.70953, -73.99174, 40.70959, -73.99177)",438,40.70953,-73.99174,40.70959,-73.99177
173,"(40.73787, -74.0002, 40.7378, -74.00007)",146,40.73787,-74.0002,40.7378,-74.00007
174,"(40.76969, -73.97462, 40.76971, -73.9746)",180,40.76969,-73.97462,40.76971,-73.9746
175,"(40.77806, -73.96548, 40.77808, -73.96556)",23,40.77806,-73.96548,40.77808,-73.96556
176,"(40.71143, -73.97865, 40.71135, -73.97878)",6,40.71143,-73.97865,40.71135,-73.97878
177,"(40.74318, -73.97216, 40.7432, -73.97213)",5,40.74318,-73.97216,40.7432,-73.97213
178,"(40.74585, -74.00185, 40.74463, -73.99898)",88,40.74585,-74.00185,40.74463,-73.99898
179,"(40.70104, -73.98692, 40.70103, -73.98692)",461,40.70104,-73.98692,40.70103,-73.98692
180,"(40.75279, -73.96707, 40.75278, -73.96709)",110,40.75279,-73.96707,40.75278,-73.96709
181,"(40.78634, -73.98137, 40.78629, -73.98139)",6,40.78634,-73.98137,40.78629,-73.98139
182,"(40.74229, -74.00446, 40.74263, -74.00422)",396,40.74229,-74.00446,40.74263,-74.00422
183,"(40.72488, -73.94742, 40.72484, -73.94754)",7,40.72488,-73.94742,40.72484,-73.94754
184,"(40.71805, -74.00305, 40.71863, -74.00254)",11,40.71805,-74.00305,40.71863,-74.00254
185,"(40.73, -73.98353, 40.72935, -73.98401)",304,40.73,-73.98353,40.72935,-73.98401
186,"(40.77265, -73.96748, 40.77267, -73.96755)",455,40.77265,-73.96748,40.77267,-73.96755
187,"(40.70423, -74.01159, 40.70402, -74.0116)",34,40.70423,-74.01159,40.70402,-74.0116
188,"(40.73119, -73.99514, 40.73144, -73.99492)",107,40.73119,-73.99514,40.73144,-73.99492
189,"(40.7297, -73.98085, 40.7297, -73.98085)",172,40.7297,-73.98085,40.7297,-73.98085
190,"(40.76111, -73.99497, 40.76093, -73.99453)",66,40.76111,-73.99497,40.76093,-73.99453
191,"(40.69922, -73.96145, 40.69929, -73.96137)",13,40.69922,-73.96145,40.69929,-73.96137
192,"(40.74214, -73.98893, 40.74218, -73.98893)",273,40.74214,-73.98893,40.74218,-73.98893
193,"(40.74845, -74.008, 40.74846, -74.00803)",771,40.74845,-74.008,40.74846,-74.00803
194,"(40.71076, -73.96182, 40.71051, -73.96102)",242,40.71076,-73.96182,40.71051,-73.96102
195,"(40.71815, -73.94406, 40.71818, -73.94369)",1,40.71815,-73.94406,40.71818,-73.94369
196,"(40.78265, -73.96937, 40.78261, -73.96939)",48,40.78265,-73.96937,40.78261,-73.96939
197,"(40.71843, -74.00055, 40.71868, -74.00033)",74,40.71843,-74.00055,40.71868,-74.00033
198,"(40.74375, -73.95935, 40.74372, -73.95939)",6,40.74375,-73.95935,40.74372,-73.95939
199,"(40.77659, -73.95277, 40.77669, -73.9527)",12,40.77659,-73.95277,40.77669,-73.9527
200,"(40.74568, -73.97214, 40.74531, -73.97241)",185,40.74568,-73.97214,40.74531,-73.97241
201,"(40.71527, -73.98428, 40.71527, -73.98428)",81,40.71527,-73.98428,40.71527,-73.98428
202,"(40.7625, -74.00098, 40.76267, -74.00073)",674,40.7625,-74.00098,40.76267,-74.00073
203,"(40.7313, -73.95783, 40.73114, -73.95948)",4,40.7313,-73.95783,40.73114,-73.95948
204,"(40.7024, -73.9916, 40.70234, -73.99155)",15,40.7024,-73.9916,40.70234,-73.99155
205,"(40.69626, -73.98857, 40.69624, -73.9877)",13,40.69626,-73.98857,40.69624,-73.9877
206,"(40.74789, -73.98917, 40.74894, -73.99162)",246,40.74789,-73.98917,40.74894,-73.99162
207,"(40.71711, -73.98703, 40.71624, -73.9875)",1,40.71711,-73.98703,40.71624,-73.9875
208,"(40.71047, -73.99415, 40.71057, -73.99412)",90,40.71047,-73.99415,40.71057,-73.99412
209,"(40.73584, -73.97482, 40.73592, -73.97481)",33,40.73584,-73.97482,40.73592,-73.97481
210,"(40.71249, -74.0048, 40.71253, -74.00475)",144,40.71249,-74.0048,40.71253,-74.00475
211,"(40.71557, -73.98978, 40.71537, -73.98988)",24,40.71557,-73.98978,40.71537,-73.98988
212,"(40.70067, -73.98999, 40.70062, -73.98992)",2,40.70067,-73.98999,40.70062,-73.98992
213,"(40.73291, -74.00737, 40.73295, -74.00712)",134,40.73291,-74.00737,40.73295,-74.00712
214,"(40.71173, -73.9651, 40.71182, -73.96539)",9,40.71173,-73.9651,40.71182,-73.96539
215,"(40.72092, -73.9822, 40.72117, -73.98304)",24,40.72092,-73.9822,40.72117,-73.98304
216,"(40.75707, -74.00106, 40.75768, -74.00059)",23,40.75707,-74.00106,40.75768,-74.00059
217,"(40.69378, -73.98722, 40.69428, -73.9872)",162,40.69378,-73.98722,40.69428,-73.9872
218,"(40.75011, -73.96889, 40.75012, -73.96892)",17,40.75011,-73.96889,40.75012,-73.96892
219,"(40.75928, -74.00343, 40.75927, -74.00339)",30,40.75928,-74.00343,40.75927,-74.00339
220,"(40.72037, -73.94175, 40.72129, -73.9419)",1,40.72037,-73.94175,40.72129,-73.9419
221,"(40.71264, -73.96496, 40.71261, -73.96487)",14,40.71264,-73.96496,40.71261,-73.96487
222,"(40.70071, -73.95739, 40.70069, -73.95738)",1,40.70071,-73.95739,40.70069,-73.95738
223,"(40.76705, -73.97298, 40.76719, -73.97303)",52,40.76705,-73.97298,40.76719,-73.97303
224,"(40.70075, -73.99004, 40.70075, -73.99003)",19,40.70075,-73.99004,40.70075,-73.99003
225,"(40.7659, -73.97618, 40.76592, -73.97619)",171,40.7659,-73.97618,40.76592,-73.97619
226,"(40.75843, -74.00422, 40.75919, -74.00367)",800,40.75843,-74.00422,40.75919,-74.00367
227,"(40.73968, -74.00991, 40.73958, -74.00997)",17,40.73968,-74.00991,40.73958,-74.00997
228,"(40.71548, -74.01668, 40.71558, -74.01662)",93,40.71548,-74.01668,40.71558,-74.01662
229,"(40.70222, -74.01388, 40.70222, -74.01395)",470,40.70222,-74.01388,40.70222,-74.01395
230,"(40.69356, -73.98098, 40.69356, -73.98084)",189,40.69356,-73.98098,40.69356,-73.98084
231,"(40.76615, -73.97165, 40.76552, -73.9721)",15,40.76615,-73.97165,40.76552,-73.9721
232,"(40.71406, -73.99022, 40.7139, -73.99209)",56,40.71406,-73.99022,40.7139,-73.99209
233,"(40.7837, -73.96779, 40.78367, -73.96773)",12,40.7837,-73.96779,40.78367,-73.96773
234,"(40.71897, -74.00679, 40.719, -74.00683)",4,40.71897,-74.00679,40.719,-74.00683
235,"(40.74586, -73.98434, 40.74586, -73.98434)",3,40.74586,-73.98434,40.74586,-73.98434
236,"(40.69985, -73.98624, 40.69985, -73.98619)",438,40.69985,-73.98624,40.69985,-73.98619
237,"(40.76525, -73.95786, 40.7656, -73.9576)",616,40.76525,-73.95786,40.7656,-73.9576
238,"(40.72906, -73.98132, 40.72807, -73.97901)",14,40.72906,-73.98132,40.72807,-73.97901
239,"(40.76234, -73.9547, 40.76122, -73.95598)",1,40.76234,-73.9547,40.76122,-73.95598
240,"(40.75229, -73.98971, 40.75308, -73.99158)",1,40.75229,-73.98971,40.75308,-73.99158
241,"(40.71467, -73.98245, 40.71443, -73.98166)",60,40.71467,-73.98245,40.71443,-73.98166
242,"(40.70157, -74.01269, 40.70166, -74.01272)",384,40.70157,-74.01269,40.70166,-74.01272
243,"(40.7352, -73.98762, 40.73528, -73.98782)",109,40.7352,-73.98762,40.73528,-73.98782
244,"(40.76948, -73.99338, 40.76969, -73.99394)",84,40.76948,-73.99338,40.76969,-73.99394
245,"(40.72083, -73.99766, 40.72071, -73.99736)",19,40.72083,-73.99766,40.72071,-73.99736
246,"(40.72882, -74.01096, 40.72885, -74.01097)",1568,40.72882,-74.01096,40.72885,-74.01097
247,"(40.71863, -73.94684, 40.71801, -73.94784)",3,40.71863,-73.94684,40.71801,-73.94784
248,"(40.73866, -73.97326, 40.7389, -73.97317)",33,40.73866,-73.97326,40.7389,-73.97317
249,"(40.74222, -73.98929, 40.74226, -73.98929)",14,40.74222,-73.98929,40.74226,-73.98929
250,"(40.76723, -73.97742, 40.76722, -73.97737)",75,40.76723,-73.97742,40.76722,-73.97737
251,"(40.75213, -73.97766, 40.75218, -73.97779)",359,40.75213,-73.97766,40.75218,-73.97779
252,"(40.72757, -73.955, 40.72654, -73.9544)",1,40.72757,-73.955,40.72654,-73.9544
253,"(40.78443, -73.96712, 40.78433, -73.96718)",1,40.78443,-73.96712,40.78433,-73.96718
254,"(40.71823, -73.9433, 40.71822, -73.94338)",1,40.71823,-73.9433,40.71822,-73.94338
255,"(40.71008, -73.94587, 40.71008, -73.94579)",1,40.71008,-73.94587,40.71008,-73.94579
256,"(40.72658, -73.97182, 40.72688, -73.97176)",250,40.72658,-73.97182,40.72688,-73.97176
257,"(40.70432, -74.01667, 40.70426, -74.01666)",51,40.70432,-74.01667,40.70426,-74.01666
258,"(40.69431, -73.9732, 40.69469, -73.97327)",4,40.69431,-73.9732,40.69469,-73.97327
259,"(40.71687, -74.01635, 40.71696, -74.01631)",32,40.71687,-74.01635,40.71696,-74.01631
260,"(40.75912, -74.00354, 40.75928, -74.00343)",1,40.75912,-74.00354,40.75928,-74.00343
261,"(40.71963, -74.01264, 40.71959, -74.01265)",1615,40.71963,-74.01264,40.71959,-74.01265
262,"(40.75395, -73.99764, 40.75412, -73.99803)",19,40.75395,-73.99764,40.75412,-73.99803
263,"(40.73442, -73.9899, 40.73442, -73.9899)",372,40.73442,-73.9899,40.73442,-73.9899
264,"(40.68169, -73.93779, 40.68096, -73.93764)",4,40.68169,-73.93779,40.68096,-73.93764
265,"(40.72585, -74.00755, 40.7252, -74.00767)",40,40.72585,-74.00755,40.7252,-74.00767
266,"(40.73522, -74.00998, 40.73531, -74.00998)",16,40.73522,-74.00998,40.73531,-74.00998
267,"(40.78164, -73.96269, 40.78165, -73.96265)",3,40.78164,-73.96269,40.78165,-73.96265
268,"(40.71272, -74.01159, 40.71275, -74.0116)",5,40.71272,-74.01159,40.71275,-74.0116
