,Tuple,Count,Start X,Start Y,End X,End Y
23870,"(40.70175, -74.01281, 40.70173, -74.01279)",299,40.70175,-74.01281,40.70173,-74.01279
23871,"(40.75168, -74.00825, 40.75181, -74.0082)",759,40.75168,-74.00825,40.75181,-74.0082
23872,"(40.7567, -73.98648, 40.75774, -73.98891)",218,40.7567,-73.98648,40.75774,-73.98891
23873,"(40.68992, -73.98043, 40.68995, -73.98139)",68,40.68992,-73.98043,40.68995,-73.98139
23874,"(40.77283, -73.97663, 40.77288, -73.97661)",83,40.77283,-73.97663,40.77288,-73.97661
23875,"(40.75155, -73.99393, 40.75151, -73.99395)",123,40.75155,-73.99393,40.75151,-73.99395
23876,"(40.77109, -73.95775, 40.77169, -73.95918)",75,40.77109,-73.95775,40.77169,-73.95918
23877,"(40.7183, -74.00711, 40.7182, -74.00713)",60,40.7183,-74.00711,40.7182,-74.00713
23878,"(40.68177, -73.9436, 40.68105, -73.94345)",24,40.68177,-73.9436,40.68105,-73.94345
23879,"(40.77417, -73.97353, 40.77411, -73.97347)",297,40.77417,-73.97353,40.77411,-73.97347
23880,"(40.711, -73.96537, 40.71094, -73.9654)",11,40.711,-73.96537,40.71094,-73.9654
23881,"(40.73732, -73.99267, 40.73721, -73.99242)",216,40.73732,-73.99267,40.73721,-73.99242
23882,"(40.72028, -74.00518, 40.71994, -74.00518)",68,40.72028,-74.00518,40.71994,-74.00518
23883,"(40.74861, -74.00807, 40.74859, -74.00804)",80,40.74861,-74.00807,40.74859,-74.00804
23884,"(40.73504, -73.95276, 40.73501, -73.95274)",87,40.73504,-73.95276,40.73501,-73.95274
23885,"(40.72882, -73.99507, 40.72875, -73.99514)",55,40.72882,-73.99507,40.72875,-73.99514
23886,"(40.76912, -73.95505, 40.76818, -73.95279)",1,40.76912,-73.95505,40.76818,-73.95279
23887,"(40.7675, -73.98169, 40.76748, -73.98169)",79,40.7675,-73.98169,40.76748,-73.98169
23888,"(40.68201, -73.95463, 40.68187, -73.95579)",14,40.68201,-73.95463,40.68187,-73.95579
23889,"(40.77334, -73.95506, 40.77429, -73.95734)",9,40.77334,-73.95506,40.77429,-73.95734
23890,"(40.68954, -73.97792, 40.68982, -73.97796)",4,40.68954,-73.97792,40.68982,-73.97796
23891,"(40.74411, -73.97637, 40.74402, -73.97618)",162,40.74411,-73.97637,40.74402,-73.97618
23892,"(40.77043, -73.96011, 40.77107, -73.95966)",47,40.77043,-73.96011,40.77107,-73.95966
23893,"(40.7498, -73.93755, 40.74979, -73.93752)",1,40.7498,-73.93755,40.74979,-73.93752
23894,"(40.76858, -73.94926, 40.76848, -73.94933)",1,40.76858,-73.94926,40.76848,-73.94933
23895,"(40.73175, -74.00124, 40.73174, -74.00127)",13,40.73175,-74.00124,40.73174,-74.00127
23896,"(40.71757, -74.0133, 40.71754, -74.01323)",387,40.71757,-74.0133,40.71754,-74.01323
23897,"(40.72196, -74.00824, 40.72212, -74.00822)",124,40.72196,-74.00824,40.72212,-74.00822
23898,"(40.78471, -73.98384, 40.78475, -73.98376)",4,40.78471,-73.98384,40.78475,-73.98376
23899,"(40.73219, -74.01066, 40.73209, -74.01067)",1630,40.73219,-74.01066,40.73209,-74.01067
23900,"(40.7271, -73.95269, 40.72813, -73.95329)",22,40.7271,-73.95269,40.72813,-73.95329
23901,"(40.70546, -73.9502, 40.70526, -73.95019)",33,40.70546,-73.9502,40.70526,-73.95019
23902,"(40.7, -73.98634, 40.69999, -73.98634)",461,40.7,-73.98634,40.69999,-73.98634
23903,"(40.69478, -74.00015, 40.69466, -74.00021)",34,40.69478,-74.00015,40.69466,-74.00021
23904,"(40.76953, -73.97224, 40.76953, -73.97224)",245,40.76953,-73.97224,40.76953,-73.97224
23905,"(40.7395, -73.97316, 40.73961, -73.97313)",5,40.7395,-73.97316,40.73961,-73.97313
23906,"(40.72253, -74.00633, 40.72263, -74.00631)",45,40.72253,-74.00633,40.72263,-74.00631
23907,"(40.72688, -73.99963, 40.727, -73.99988)",9,40.72688,-73.99963,40.727,-73.99988
23908,"(40.71169, -73.99298, 40.71168, -73.99298)",1,40.71169,-73.99298,40.71168,-73.99298
23909,"(40.70321, -73.94624, 40.7034, -73.94592)",8,40.70321,-73.94624,40.7034,-73.94592
23910,"(40.70247, -74.0161, 40.7024, -74.01607)",51,40.70247,-74.0161,40.7024,-74.01607
23911,"(40.69617, -73.99137, 40.69618, -73.99131)",12,40.69617,-73.99137,40.69618,-73.99131
23912,"(40.75401, -74.0072, 40.75409, -74.00716)",1,40.75401,-74.0072,40.75409,-74.00716
23913,"(40.74236, -73.95978, 40.74234, -73.95969)",2,40.74236,-73.95978,40.74234,-73.95969
23914,"(40.78426, -73.96682, 40.78428, -73.96687)",18,40.78426,-73.96682,40.78428,-73.96687
23915,"(40.70455, -73.98921, 40.7044, -73.9891)",8,40.70455,-73.98921,40.7044,-73.9891
23916,"(40.75604, -73.9674, 40.75613, -73.96761)",111,40.75604,-73.9674,40.75613,-73.96761
23917,"(40.69155, -73.99923, 40.69152, -73.99913)",6,40.69155,-73.99923,40.69152,-73.99913
23918,"(40.71792, -73.98854, 40.71801, -73.98849)",16,40.71792,-73.98854,40.71801,-73.98849
23919,"(40.72627, -73.99608, 40.72653, -73.99586)",25,40.72627,-73.99608,40.72653,-73.99586
23920,"(40.71824, -74.00525, 40.7183, -74.00536)",3,40.71824,-74.00525,40.7183,-74.00536
23921,"(40.75704, -73.99525, 40.75707, -73.99531)",8,40.75704,-73.99525,40.75707,-73.99531
23922,"(40.69464, -73.98863, 40.69453, -73.98864)",1,40.69464,-73.98863,40.69453,-73.98864
23923,"(40.71958, -73.99808, 40.71933, -73.99732)",259,40.71958,-73.99808,40.71933,-73.99732
23924,"(40.73544, -73.97511, 40.73549, -73.97522)",59,40.73544,-73.97511,40.73549,-73.97522
23925,"(40.73116, -73.97344, 40.73112, -73.9734)",1,40.73116,-73.97344,40.73112,-73.9734
23926,"(40.70714, -73.96124, 40.7071, -73.96126)",1,40.70714,-73.96124,40.7071,-73.96126
23927,"(40.70711, -74.01603, 40.70713, -74.01601)",1,40.70711,-74.01603,40.70713,-74.01601
23928,"(40.74137, -73.96069, 40.74147, -73.96063)",14,40.74137,-73.96069,40.74147,-73.96063
23929,"(40.68375, -73.95899, 40.68375, -73.95899)",2,40.68375,-73.95899,40.68375,-73.95899
23930,"(40.78144, -73.96367, 40.78149, -73.96374)",6,40.78144,-73.96367,40.78149,-73.96374
23931,"(40.68281, -73.96367, 40.68188, -73.96348)",10,40.68281,-73.96367,40.68188,-73.96348
23932,"(40.74826, -74.00795, 40.7482, -74.00796)",859,40.74826,-74.00795,40.7482,-74.00796
23933,"(40.73697, -74.00586, 40.73695, -74.00588)",155,40.73697,-74.00586,40.73695,-74.00588
23934,"(40.72143, -73.99903, 40.72043, -73.99986)",32,40.72143,-73.99903,40.72043,-73.99986
23935,"(40.76751, -73.98258, 40.76741, -73.98239)",128,40.76751,-73.98258,40.76741,-73.98239
23936,"(40.74264, -73.97258, 40.74256, -73.97261)",2,40.74264,-73.97258,40.74256,-73.97261
23937,"(40.69648, -73.98041, 40.69652, -73.98042)",30,40.69648,-73.98041,40.69652,-73.98042
23938,"(40.72593, -74.00836, 40.72585, -74.00755)",162,40.72593,-74.00836,40.72585,-74.00755
23939,"(40.69619, -73.98033, 40.69621, -73.98007)",11,40.69619,-73.98033,40.69621,-73.98007
23940,"(40.77472, -73.97504, 40.77472, -73.97509)",185,40.77472,-73.97504,40.77472,-73.97509
23941,"(40.75854, -73.98884, 40.75854, -73.98884)",272,40.75854,-73.98884,40.75854,-73.98884
23942,"(40.70297, -73.99468, 40.70297, -73.99472)",47,40.70297,-73.99468,40.70297,-73.99472
23943,"(40.75898, -73.96245, 40.75891, -73.96228)",55,40.75898,-73.96245,40.75891,-73.96228
23944,"(40.72738, -73.99378, 40.72728, -73.99363)",290,40.72738,-73.99378,40.72728,-73.99363
23945,"(40.77526, -73.94763, 40.77426, -73.94527)",1,40.77526,-73.94763,40.77426,-73.94527
23946,"(40.7042, -73.95825, 40.70364, -73.95762)",5,40.7042,-73.95825,40.70364,-73.95762
23947,"(40.7395, -73.98267, 40.74009, -73.9822)",125,40.7395,-73.98267,40.74009,-73.9822
23948,"(40.78278, -73.95543, 40.78343, -73.95694)",2,40.78278,-73.95543,40.78343,-73.95694
23949,"(40.71512, -74.01594, 40.71535, -74.01648)",108,40.71512,-74.01594,40.71535,-74.01648
23950,"(40.70395, -74.0147, 40.70395, -74.0147)",357,40.70395,-74.0147,40.70395,-74.0147
23951,"(40.75156, -73.94174, 40.75159, -73.94177)",85,40.75156,-73.94174,40.75159,-73.94177
23952,"(40.7026, -73.99254, 40.70261, -73.99262)",89,40.7026,-73.99254,40.70261,-73.99262
23953,"(40.72348, -74.00773, 40.72348, -74.0077)",3,40.72348,-74.00773,40.72348,-74.0077
23954,"(40.72143, -73.99903, 40.72267, -73.99797)",83,40.72143,-73.99903,40.72267,-73.99797
23955,"(40.71618, -73.94208, 40.71692, -73.94184)",1,40.71618,-73.94208,40.71692,-73.94184
23956,"(40.76652, -73.97691, 40.76659, -73.97697)",105,40.76652,-73.97691,40.76659,-73.97697
23957,"(40.70844, -73.99918, 40.70825, -73.9995)",82,40.70844,-73.99918,40.70825,-73.9995
23958,"(40.75308, -73.99158, 40.75229, -73.98971)",16,40.75308,-73.99158,40.75229,-73.98971
23959,"(40.70839, -73.93996, 40.70823, -73.94164)",26,40.70839,-73.93996,40.70823,-73.94164
23960,"(40.75039, -73.93915, 40.75043, -73.93923)",4,40.75039,-73.93915,40.75043,-73.93923
23961,"(40.73125, -73.99039, 40.73125, -73.99039)",252,40.73125,-73.99039,40.73125,-73.99039
23962,"(40.67972, -73.9372, 40.67958, -73.93487)",6,40.67972,-73.9372,40.67958,-73.93487
23963,"(40.74903, -73.94705, 40.74885, -73.94712)",7,40.74903,-73.94705,40.74885,-73.94712
23964,"(40.74799, -73.96819, 40.74795, -73.96819)",7,40.74799,-73.96819,40.74795,-73.96819
23965,"(40.72084, -73.95664, 40.72156, -73.9578)",8,40.72084,-73.95664,40.72156,-73.9578
23966,"(40.71708, -74.00279, 40.71714, -74.0029)",6,40.71708,-74.00279,40.71714,-74.0029
23967,"(40.69484, -73.98014, 40.69531, -73.98021)",122,40.69484,-73.98014,40.69531,-73.98021
23968,"(40.72899, -74.00937, 40.72845, -74.00948)",254,40.72899,-74.00937,40.72845,-74.00948
23969,"(40.7355, -74.00837, 40.73619, -74.00834)",94,40.7355,-74.00837,40.73619,-74.00834
23970,"(40.7362, -73.98921, 40.73647, -73.989)",211,40.7362,-73.98921,40.73647,-73.989
23971,"(40.76149, -74.00201, 40.76151, -74.00198)",725,40.76149,-74.00201,40.76151,-74.00198
23972,"(40.70825, -73.99993, 40.70822, -73.99988)",2,40.70825,-73.99993,40.70822,-73.99988
23973,"(40.69808, -73.97578, 40.6981, -73.97595)",228,40.69808,-73.97578,40.6981,-73.97595
23974,"(40.7175, -74.01328, 40.71744, -74.01314)",386,40.7175,-74.01328,40.71744,-74.01314
23975,"(40.72732, -74.00715, 40.72733, -74.00733)",428,40.72732,-74.00715,40.72733,-74.00733
23976,"(40.7205, -73.98534, 40.72068, -73.98525)",96,40.7205,-73.98534,40.72068,-73.98525
23977,"(40.76292, -73.98565, 40.76354, -73.98519)",1671,40.76292,-73.98565,40.76354,-73.98519
23978,"(40.72147, -73.98853, 40.72147, -73.98853)",11,40.72147,-73.98853,40.72147,-73.98853
23979,"(40.71072, -73.96852, 40.71071, -73.96852)",195,40.71072,-73.96852,40.71071,-73.96852
23980,"(40.72218, -73.94989, 40.72171, -73.95063)",77,40.72218,-73.94989,40.72171,-73.95063
23981,"(40.71706, -73.98459, 40.71721, -73.98508)",9,40.71706,-73.98459,40.71721,-73.98508
23982,"(40.71731, -74.00156, 40.71731, -74.00156)",17,40.71731,-74.00156,40.71731,-74.00156
23983,"(40.70465, -74.01588, 40.70464, -74.01581)",390,40.70465,-74.01588,40.70464,-74.01581
23984,"(40.72409, -74.01024, 40.72353, -74.01034)",4,40.72409,-74.01024,40.72353,-74.01034
23985,"(40.766, -73.96742, 40.766, -73.96742)",18,40.766,-73.96742,40.766,-73.96742
23986,"(40.71218, -73.9958, 40.71231, -73.99435)",230,40.71218,-73.9958,40.71231,-73.99435
23987,"(40.75978, -74.00322, 40.75956, -74.00338)",876,40.75978,-74.00322,40.75956,-74.00338
23988,"(40.71098, -73.9801, 40.71096, -73.9802)",3,40.71098,-73.9801,40.71096,-73.9802
23989,"(40.74967, -73.9953, 40.74967, -73.9953)",430,40.74967,-73.9953,40.74967,-73.9953
23990,"(40.78012, -73.95301, 40.78076, -73.95258)",5,40.78012,-73.95301,40.78076,-73.95258
23991,"(40.75654, -73.99404, 40.75654, -73.99404)",245,40.75654,-73.99404,40.75654,-73.99404
23992,"(40.78098, -73.96267, 40.78099, -73.96272)",11,40.78098,-73.96267,40.78099,-73.96272
23993,"(40.73941, -74.00645, 40.73875, -74.00646)",31,40.73941,-74.00645,40.73875,-74.00646
23994,"(40.68529, -73.97621, 40.68684, -73.97654)",3,40.68529,-73.97621,40.68684,-73.97654
23995,"(40.7274, -73.92963, 40.72722, -73.92987)",2,40.7274,-73.92963,40.72722,-73.92987
23996,"(40.70913, -73.94642, 40.70915, -73.94644)",1,40.70913,-73.94642,40.70915,-73.94644
23997,"(40.721, -73.98695, 40.72124, -73.98777)",32,40.721,-73.98695,40.72124,-73.98777
23998,"(40.71531, -73.97649, 40.71531, -73.97649)",10,40.71531,-73.97649,40.71531,-73.97649
23999,"(40.71051, -73.96102, 40.71044, -73.96106)",235,40.71051,-73.96102,40.71044,-73.96106
24000,"(40.70478, -74.00694, 40.70427, -74.00769)",2,40.70478,-74.00694,40.70427,-74.00769
24001,"(40.71212, -73.97891, 40.71213, -73.97894)",1,40.71212,-73.97891,40.71213,-73.97894
24002,"(40.7149, -73.98336, 40.7149, -73.98336)",20,40.7149,-73.98336,40.7149,-73.98336
24003,"(40.722, -74.00673, 40.72204, -74.00672)",7,40.722,-74.00673,40.72204,-74.00672
24004,"(40.77969, -73.98884, 40.77981, -73.98886)",228,40.77969,-73.98884,40.77981,-73.98886
24005,"(40.70488, -73.9557, 40.70364, -73.95762)",1,40.70488,-73.9557,40.70364,-73.95762
24006,"(40.75262, -73.97289, 40.75254, -73.97268)",3,40.75262,-73.97289,40.75254,-73.97268
24007,"(40.74856, -73.97315, 40.74916, -73.97272)",277,40.74856,-73.97315,40.74916,-73.97272
24008,"(40.71094, -73.97941, 40.71098, -73.97929)",189,40.71094,-73.97941,40.71098,-73.97929
24009,"(40.7106, -73.95551, 40.7106, -73.95562)",149,40.7106,-73.95551,40.7106,-73.95562
24010,"(40.72977, -73.99151, 40.72974, -73.99154)",203,40.72977,-73.99151,40.72974,-73.99154
24011,"(40.78406, -73.96636, 40.7841, -73.96645)",5,40.78406,-73.96636,40.7841,-73.96645
24012,"(40.71917, -73.97484, 40.721, -73.97462)",4,40.71917,-73.97484,40.721,-73.97462
24013,"(40.77955, -73.95979, 40.77961, -73.95994)",14,40.77955,-73.95979,40.77961,-73.95994
24014,"(40.71658, -74.01336, 40.71653, -74.01323)",319,40.71658,-74.01336,40.71653,-74.01323
24015,"(40.73322, -74.01038, 40.73269, -74.01044)",17,40.73322,-74.01038,40.73269,-74.01044
24016,"(40.73939, -74.00987, 40.73945, -74.00985)",25,40.73939,-74.00987,40.73945,-74.00985
24017,"(40.71552, -73.95152, 40.71537, -73.9517)",1,40.71552,-73.95152,40.71537,-73.9517
24018,"(40.77169, -73.99471, 40.77166, -73.99473)",389,40.77169,-73.99471,40.77166,-73.99473
24019,"(40.71098, -73.9605, 40.71078, -73.95994)",208,40.71098,-73.9605,40.71078,-73.95994
24020,"(40.73836, -73.93863, 40.73831, -73.93863)",4,40.73836,-73.93863,40.73831,-73.93863
24021,"(40.76094, -73.95596, 40.76107, -73.95581)",73,40.76094,-73.95596,40.76107,-73.95581
24022,"(40.69919, -73.97158, 40.69959, -73.97155)",1,40.69919,-73.97158,40.69959,-73.97155
24023,"(40.70905, -73.96713, 40.70834, -73.96725)",15,40.70905,-73.96713,40.70834,-73.96725
24024,"(40.71052, -73.95512, 40.71059, -73.95508)",22,40.71052,-73.95512,40.71059,-73.95508
24025,"(40.71226, -73.99253, 40.71246, -73.99257)",6,40.71226,-73.99253,40.71246,-73.99257
24026,"(40.70704, -73.9557, 40.7073, -73.95568)",6,40.70704,-73.9557,40.7073,-73.95568
24027,"(40.73796, -73.97425, 40.73792, -73.97429)",2,40.73796,-73.97425,40.73792,-73.97429
24028,"(40.70115, -74.01423, 40.70113, -74.01407)",51,40.70115,-74.01423,40.70113,-74.01407
24029,"(40.73023, -73.97257, 40.73046, -73.97285)",3,40.73023,-73.97257,40.73046,-73.97285
24030,"(40.74043, -73.9946, 40.73985, -73.99502)",193,40.74043,-73.9946,40.73985,-73.99502
24031,"(40.71351, -73.98517, 40.71365, -73.98516)",22,40.71351,-73.98517,40.71365,-73.98516
24032,"(40.74338, -73.98616, 40.74338, -73.98616)",3,40.74338,-73.98616,40.74338,-73.98616
24033,"(40.73235, -73.98494, 40.73135, -73.98256)",8,40.73235,-73.98494,40.73135,-73.98256
24034,"(40.74789, -73.98917, 40.74727, -73.98962)",168,40.74789,-73.98917,40.74727,-73.98962
24035,"(40.71344, -73.99763, 40.71344, -73.9976)",48,40.71344,-73.99763,40.71344,-73.9976
24036,"(40.71541, -73.96033, 40.71531, -73.96044)",11,40.71541,-73.96033,40.71531,-73.96044
24037,"(40.76308, -73.99959, 40.7632, -73.99944)",65,40.76308,-73.99959,40.7632,-73.99944
24038,"(40.76733, -73.97778, 40.76729, -73.97765)",75,40.76733,-73.97778,40.76729,-73.97765
24039,"(40.73072, -73.99558, 40.7308, -73.99548)",211,40.73072,-73.99558,40.7308,-73.99548
24040,"(40.70447, -73.94273, 40.70518, -73.94285)",10,40.70447,-73.94273,40.70518,-73.94285
24041,"(40.71247, -74.00474, 40.71248, -74.00476)",187,40.71247,-74.00474,40.71248,-74.00476
24042,"(40.68984, -73.97868, 40.68997, -73.97871)",20,40.68984,-73.97868,40.68997,-73.97871
24043,"(40.74598, -73.94562, 40.74593, -73.94564)",3,40.74598,-73.94562,40.74593,-73.94564
24044,"(40.71225, -73.99344, 40.71234, -73.99349)",1,40.71225,-73.99344,40.71234,-73.99349
24045,"(40.75711, -73.9954, 40.75708, -73.99534)",7,40.75711,-73.9954,40.75708,-73.99534
24046,"(40.69409, -73.97967, 40.69426, -73.97989)",26,40.69409,-73.97967,40.69426,-73.97989
24047,"(40.7157, -73.95578, 40.7157, -73.95578)",47,40.7157,-73.95578,40.7157,-73.95578
24048,"(40.74707, -73.97533, 40.7471, -73.97538)",36,40.74707,-73.97533,40.7471,-73.97538
24049,"(40.6813, -73.93472, 40.6813, -73.93472)",8,40.6813,-73.93472,40.6813,-73.93472
24050,"(40.71156, -73.96637, 40.71161, -73.96634)",11,40.71156,-73.96637,40.71161,-73.96634
24051,"(40.70186, -74.0101, 40.70188, -74.01004)",50,40.70186,-74.0101,40.70188,-74.01004
24052,"(40.72574, -74.00641, 40.72576, -74.00665)",58,40.72574,-74.00641,40.72576,-74.00665
24053,"(40.77034, -73.97111, 40.77027, -73.97115)",101,40.77034,-73.97111,40.77027,-73.97115
24054,"(40.7597, -73.95766, 40.75963, -73.95774)",385,40.7597,-73.95766,40.75963,-73.95774
24055,"(40.78379, -73.96913, 40.78388, -73.96914)",4,40.78379,-73.96913,40.78388,-73.96914
24056,"(40.74223, -73.99701, 40.74223, -73.99701)",248,40.74223,-73.99701,40.74223,-73.99701
24057,"(40.71126, -73.97838, 40.71129, -73.97838)",1,40.71126,-73.97838,40.71129,-73.97838
24058,"(40.70125, -74.01333, 40.70124, -74.01341)",2,40.70125,-74.01333,40.70124,-74.01341
24059,"(40.69732, -73.98114, 40.69733, -73.98111)",1,40.69732,-73.98114,40.69733,-73.98111
24060,"(40.7819, -73.96257, 40.78192, -73.96263)",20,40.7819,-73.96257,40.78192,-73.96263
24061,"(40.78184, -73.97928, 40.78184, -73.97928)",45,40.78184,-73.97928,40.78184,-73.97928
24062,"(40.74705, -73.94978, 40.74693, -73.94918)",10,40.74705,-73.94978,40.74693,-73.94918
24063,"(40.76407, -73.96478, 40.76407, -73.96478)",59,40.76407,-73.96478,40.76407,-73.96478
24064,"(40.71738, -74.01002, 40.71746, -74.01064)",19,40.71738,-74.01002,40.71746,-74.01064
24065,"(40.71565, -73.99462, 40.71567, -73.99467)",461,40.71565,-73.99462,40.71567,-73.99467
24066,"(40.74484, -73.97275, 40.74508, -73.97257)",1059,40.74484,-73.97275,40.74508,-73.97257
24067,"(40.7633, -73.98293, 40.76339, -73.98288)",139,40.7633,-73.98293,40.76339,-73.98288
24068,"(40.76491, -73.95516, 40.7643, -73.95561)",86,40.76491,-73.95516,40.7643,-73.95561
24069,"(40.72866, -73.97579, 40.72866, -73.97577)",55,40.72866,-73.97579,40.72866,-73.97577
24070,"(40.78127, -73.97601, 40.78185, -73.97559)",90,40.78127,-73.97601,40.78185,-73.97559
24071,"(40.75893, -73.97856, 40.75902, -73.9785)",49,40.75893,-73.97856,40.75902,-73.9785
24072,"(40.78082, -73.97165, 40.78078, -73.97166)",14,40.78082,-73.97165,40.78078,-73.97166
24073,"(40.78018, -73.97524, 40.78067, -73.97642)",36,40.78018,-73.97524,40.78067,-73.97642
24074,"(40.70709, -74.01345, 40.70778, -74.01297)",7,40.70709,-74.01345,40.70778,-74.01297
24075,"(40.72694, -74.00335, 40.72696, -74.00346)",456,40.72694,-74.00335,40.72696,-74.00346
24076,"(40.7431, -73.98212, 40.74264, -73.98246)",110,40.7431,-73.98212,40.74264,-73.98246
24077,"(40.72637, -73.98617, 40.72662, -73.986)",1249,40.72637,-73.98617,40.72662,-73.986
24078,"(40.73619, -74.00834, 40.73664, -74.00829)",101,40.73619,-74.00834,40.73664,-74.00829
24079,"(40.77485, -73.98066, 40.77485, -73.98066)",93,40.77485,-73.98066,40.77485,-73.98066
24080,"(40.71638, -73.96142, 40.71727, -73.96285)",13,40.71638,-73.96142,40.71727,-73.96285
24081,"(40.71454, -73.97655, 40.71378, -73.97695)",6,40.71454,-73.97655,40.71378,-73.97695
24082,"(40.69488, -73.94039, 40.69492, -73.9401)",11,40.69488,-73.94039,40.69492,-73.9401
24083,"(40.69616, -73.99008, 40.69598, -73.99009)",34,40.69616,-73.99008,40.69598,-73.99009
24084,"(40.69966, -73.95923, 40.70022, -73.95987)",3,40.69966,-73.95923,40.70022,-73.95987
24085,"(40.75451, -73.9854, 40.75418, -73.9846)",16,40.75451,-73.9854,40.75418,-73.9846
24086,"(40.73559, -73.97947, 40.73658, -73.98183)",383,40.73559,-73.97947,40.73658,-73.98183
24087,"(40.71911, -73.99028, 40.71907, -73.99018)",40,40.71911,-73.99028,40.71907,-73.99018
24088,"(40.7775, -73.97407, 40.77745, -73.9741)",102,40.7775,-73.97407,40.77745,-73.9741
24089,"(40.71175, -73.99247, 40.71226, -73.99253)",6,40.71175,-73.99247,40.71226,-73.99253
24090,"(40.78134, -73.98637, 40.78129, -73.98631)",221,40.78134,-73.98637,40.78129,-73.98631
24091,"(40.68406, -73.94978, 40.684, -73.9503)",14,40.68406,-73.94978,40.684,-73.9503
24092,"(40.72171, -73.95063, 40.72218, -73.94989)",35,40.72171,-73.95063,40.72218,-73.94989
24093,"(40.71607, -74.00409, 40.71579, -74.00345)",59,40.71607,-74.00409,40.71579,-74.00345
24094,"(40.71911, -73.94154, 40.72037, -73.94175)",1,40.71911,-73.94154,40.72037,-73.94175
24095,"(40.69953, -73.96102, 40.69992, -73.96163)",13,40.69953,-73.96102,40.69992,-73.96163
24096,"(40.71419, -74.01289, 40.71444, -74.01343)",57,40.71419,-74.01289,40.71444,-74.01343
24097,"(40.72406, -74.00901, 40.7241, -74.00943)",20,40.72406,-74.00901,40.7241,-74.00943
24098,"(40.70834, -73.9985, 40.7084, -73.99836)",687,40.70834,-73.9985,40.7084,-73.99836
24099,"(40.72464, -73.97446, 40.72465, -73.97444)",12,40.72464,-73.97446,40.72465,-73.97444
24100,"(40.75969, -73.9996, 40.7598, -73.99986)",34,40.75969,-73.9996,40.7598,-73.99986
24101,"(40.77351, -73.96939, 40.77351, -73.96945)",438,40.77351,-73.96939,40.77351,-73.96945
24102,"(40.7241, -74.00943, 40.72412, -74.00965)",53,40.7241,-74.00943,40.72412,-74.00965
24103,"(40.75457, -74.00686, 40.75467, -74.00678)",1,40.75457,-74.00686,40.75467,-74.00678
24104,"(40.68737, -74.01614, 40.68737, -74.01614)",2,40.68737,-74.01614,40.68737,-74.01614
24105,"(40.77053, -73.96844, 40.76991, -73.96891)",25,40.77053,-73.96844,40.76991,-73.96891
24106,"(40.72037, -73.99429, 40.72046, -73.99447)",2,40.72037,-73.99429,40.72046,-73.99447
24107,"(40.72327, -73.94308, 40.72326, -73.94316)",43,40.72327,-73.94308,40.72326,-73.94316
24108,"(40.70255, -73.993, 40.70251, -73.99313)",89,40.70255,-73.993,40.70251,-73.99313
24109,"(40.7111, -73.97841, 40.71107, -73.9784)",7,40.7111,-73.97841,40.71107,-73.9784
24110,"(40.7378, -74.00007, 40.73666, -73.99737)",69,40.7378,-74.00007,40.73666,-73.99737
24111,"(40.74853, -74.00823, 40.74854, -74.00826)",759,40.74853,-74.00823,40.74854,-74.00826
24112,"(40.71973, -73.98281, 40.71948, -73.98194)",42,40.71973,-73.98281,40.71948,-73.98194
24113,"(40.76016, -73.99882, 40.76016, -73.99882)",20,40.76016,-73.99882,40.76016,-73.99882
24114,"(40.77484, -73.97447, 40.77487, -73.97443)",67,40.77484,-73.97447,40.77487,-73.97443
24115,"(40.69615, -73.97372, 40.69624, -73.97626)",1,40.69615,-73.97372,40.69624,-73.97626
24116,"(40.76759, -73.98174, 40.76769, -73.98185)",38,40.76759,-73.98174,40.76769,-73.98185
24117,"(40.76184, -74.00122, 40.76177, -74.00129)",1,40.76184,-74.00122,40.76177,-74.00129
24118,"(40.69122, -73.99776, 40.69113, -73.9976)",2,40.69122,-73.99776,40.69113,-73.9976
24119,"(40.75326, -74.00383, 40.75319, -74.00367)",77,40.75326,-74.00383,40.75319,-74.00367
24120,"(40.73409, -74.00854, 40.7335, -74.00859)",243,40.73409,-74.00854,40.7335,-74.00859
24121,"(40.73716, -73.98865, 40.73686, -73.98886)",6,40.73716,-73.98865,40.73686,-73.98886
24122,"(40.75414, -73.98244, 40.75386, -73.98178)",315,40.75414,-73.98244,40.75386,-73.98178
24123,"(40.71682, -73.99145, 40.71693, -73.99139)",616,40.71682,-73.99145,40.71693,-73.99139
24124,"(40.73875, -74.00554, 40.73875, -74.00554)",74,40.73875,-74.00554,40.73875,-74.00554
24125,"(40.75457, -74.00686, 40.75463, -74.00699)",9,40.75457,-74.00686,40.75463,-74.00699
24126,"(40.69011, -73.98899, 40.6902, -73.98925)",93,40.69011,-73.98899,40.6902,-73.98925
24127,"(40.67918, -73.94128, 40.67903, -73.9385)",2,40.67918,-73.94128,40.67903,-73.9385
24128,"(40.70333, -73.99344, 40.70333, -73.99345)",204,40.70333,-73.99344,40.70333,-73.99345
24129,"(40.70454, -74.01328, 40.70404, -74.0132)",187,40.70454,-74.01328,40.70404,-74.0132
24130,"(40.71917, -73.99738, 40.71933, -73.99732)",61,40.71917,-73.99738,40.71933,-73.99732
24131,"(40.72059, -73.98005, 40.7206, -73.98006)",118,40.72059,-73.98005,40.7206,-73.98006
24132,"(40.74587, -73.93515, 40.74537, -73.93713)",1,40.74587,-73.93515,40.74537,-73.93713
24133,"(40.72125, -73.99223, 40.72135, -73.99219)",213,40.72125,-73.99223,40.72135,-73.99219
